id,instrument,family,x,y,pitch,dynamic,spectral_complexity,spectral_center
hand castanets.m8.f.Dai2828,hand castanets,Other,14.310754,-0.37256372,0,f,0.3443,2844.9
mokusho.m27.E7.ppp.Sni1132,mokusho,Other,14.022204,2.7763863,0,ppp,0.078,3086.6
mokusho.m61.G6.ppp.Sni1096,mokusho,Other,13.092617,11.670286,6,ppp,0.0425,483.7
udu.m37.vside hole deadstroke.ppp.Dai2614,udu,Other,12.902377,4.4074073,1,ppp,0.0061,2131.6
mokusho.m19.Eb7.mf.Sni1115,mokusho,Other,14.471897,0.5872297,1,mf,0.1972,3129.7
water gourd.m48.Bb2.f.Sai1068,water gourd,Other,3.4275668,-1.3848455,0,f,0.0286,311.0
mokusho.m61.Eb7.mf.Sni1100,mokusho,Other,11.082888,1.4254855,1,mf,0.0535,2307.0
wind machine.m31.vfast.Dei1,wind machine,Other,14.036468,2.687161,0,---,0.1948,3009.5
water gourd.m3.F2.p.Sai1009,water gourd,Other,2.920108,4.59036,5,p,0.0028,191.7
guiro bamboo.m217.f.Sai2816,guiro bamboo,Other,14.823406,-0.20203514,0,f,0.2182,3053.0
machine castanets.m135.p.Sei2819,machine castanets,Other,14.793037,0.8517401,0,p,0.2935,3348.4
water gourd.m123.Ab2.p.Sai1049,water gourd,Other,16.261951,0.897466,2,p,0.4073,4268.9
mokusho.m19.E7.mf.Sni1118,mokusho,Other,14.021308,0.558242,0,mf,0.1078,2924.0
water gourd.m4.Bb2.p.Sai1059,water gourd,Other,2.6477005,3.3233292,0,p,0.0024,141.8
hand castanets.m8.p.Dai2827,hand castanets,Other,13.547634,0.72127974,0,p,0.2617,2567.9
udu.m37.vside of vase.fff.Dai2613,udu,Other,14.324272,-0.8924903,2,fff,0.1933,2721.2
guiro bamboo.m182.f.Sai2810,guiro bamboo,Other,14.926231,-0.1875529,0,f,0.2764,3406.3
water gourd.m123.Ab2.f.Sai1050,water gourd,Other,15.756943,-0.2702417,2,f,0.3849,3969.9
guiro bamboo.m182.p.Sai2809,guiro bamboo,Other,16.087078,0.8899846,0,p,0.3258,3929.8
water gourd.m123.F2.p.Sai1025,water gourd,Other,14.716681,0.8359549,5,p,0.4445,3232.1
mokusho.m61.E7.mf.Sni1103,mokusho,Other,10.700493,1.9750766,0,mf,0.065,2075.1
udu.m37.vside of vase.mf.Dai2612,udu,Other,14.656572,0.35485932,2,mf,0.2874,3258.2
car horn large.m6.f.Sei1386,car horn large,Other,2.7834492,-1.1204754,0,f,0.0606,782.2
machine castanets.m135.f.Sei2820,machine castanets,Other,14.415024,-0.24626295,0,f,0.3216,3040.0
mokusho.m53.Eb7.fff.Sni1086,mokusho,Other,14.324329,-0.918443,1,fff,0.0762,2568.4
sandblocks coarse grain.m211.p.Sei2864,sandblocks coarse grain,Other,16.789097,1.255775,0,p,0.3949,4695.0
guiro bamboo.m2.f.Sai2808,guiro bamboo,Other,17.019016,0.03259566,0,f,0.3284,4614.0
machine castanets.m167.f.Sei2822,machine castanets,Other,11.245705,1.3524754,0,f,0.2636,2395.1
mokusho.m19.E7.ppp.Sni1117,mokusho,Other,13.93934,2.8823159,0,ppp,0.0728,2902.2
water gourd.m4.Ab2.p.Sai1035,water gourd,Other,2.5708773,3.1960123,2,p,0.0022,200.2
water gourd.m123.Bb2.p.Sai1073,water gourd,Other,16.290003,0.88036186,0,p,0.5081,4295.5
sandblocks fine grain.m212.p.Sei2858,sandblocks fine grain,Other,16.27654,0.88957095,0,p,0.48,4384.4
nightengale birdcall.m98.f.Sei1416,nightengale birdcall,Other,14.834829,-0.08556553,0,f,0.032,3248.7
guiro bamboo.m1.p.Sai2805,guiro bamboo,Other,16.048113,0.888267,0,p,0.3343,3863.8
water gourd.m124.F2.p.Sai1027,water gourd,Other,14.81448,0.72644097,5,p,0.3536,3454.7
hand castanets.m28.f.Dai2824,hand castanets,Other,10.219883,1.5033289,0,f,0.2942,1856.5
mokusho.m27.E7.fff.Sni1134,mokusho,Other,14.78806,-0.866203,0,fff,0.0709,3055.6
udu.m37.vside hole.mf.Dai2609,udu,Other,3.7513318,1.8629736,0,mf,0.0059,348.2
udu.m37.vupper hole.ppp.Dai2605,udu,Other,11.820564,15.058032,3,ppp,0.0024,191.4
mokusho.m53.E7.ppp.Sni1087,mokusho,Other,11.668429,10.681113,0,ppp,0.0699,737.0
water gourd.m43.Bb2.p.Sai1065,water gourd,Other,2.966301,2.2820575,0,p,0.0032,192.9
mokusho.m61.Eb7.fff.Sni1101,mokusho,Other,14.230352,-1.7665559,1,fff,0.0552,2447.6
guiro bamboo.m183.p.Sai2811,guiro bamboo,Other,14.735042,0.8132688,0,p,0.249,3280.0
mokusho.m53.Eb7.ppp.Sni1084,mokusho,Other,11.658293,10.801958,1,ppp,0.0557,687.7
mokusho.m19.G6.mf.Sni1112,mokusho,Other,10.104723,1.827012,6,mf,0.0364,1792.7
machine castanets.m167.p.Sei2821,machine castanets,Other,13.898533,1.2977655,0,p,0.2581,2798.7
water gourd.m4.F2.f.Sai1012,water gourd,Other,3.48141,-1.3486905,5,f,0.0059,216.2
mokusho.m53.E7.fff.Sni1089,mokusho,Other,14.345602,-0.91055596,0,fff,0.0885,2759.5
sandblocks coarse grain.m211.f.Sei2865,sandblocks coarse grain,Other,16.135017,0.49115765,0,f,0.4257,4055.7
water gourd.m48.Bb2.p.Sai1067,water gourd,Other,2.5175111,3.1170006,0,p,0.0037,159.0
guiro bamboo.m217.p.Sai2815,guiro bamboo,Other,13.994375,1.1366043,0,p,0.1777,3001.7
nightengale birdcall.m98.p.Sei1415,nightengale birdcall,Other,13.039897,1.41274,0,p,0.0266,2489.2
sandblocks fine grain.m211.f.Sei2861,sandblocks fine grain,Other,16.13105,0.50492245,0,f,0.411,4058.2
mokusho.m53.G6.ppp.Sni1081,mokusho,Other,11.546191,10.650939,6,ppp,0.0403,893.5
mokusho.m27.Eb7.fff.Sni1131,mokusho,Other,15.399478,-0.27779424,1,fff,0.283,3651.1
mokusho.m61.G6.mf.Sni1097,mokusho,Other,9.949226,1.5436703,6,mf,0.0244,1681.9
hand castanets.m7.f.Dai2830,hand castanets,Other,14.609504,-0.24392113,0,f,0.3363,3204.2
sandblocks coarse grain.m212.f.Sei2863,sandblocks coarse grain,Other,15.178225,0.25040263,0,f,0.3563,3573.3
mokusho.m61.G6.fff.Sni1098,mokusho,Other,13.153623,-3.8035848,6,fff,0.0369,1732.5
water gourd.m48.F2.f.Sai1020,water gourd,Other,3.7334204,-1.1688737,5,f,0.0318,442.7
guiro bamboo.m216.p.Sai2813,guiro bamboo,Other,14.782814,0.83780193,0,p,0.1266,3305.4
water gourd.m43.F2.p.Sai1017,water gourd,Other,2.8719964,4.5880303,5,p,0.0095,213.4
mokusho.m19.E7.fff.Sni1119,mokusho,Other,14.376478,-0.89409655,0,fff,0.1486,2888.1
water gourd.m4.Bb2.f.Sai1060,water gourd,Other,3.2324986,-1.42905,0,f,0.0039,188.7
sandblocks coarse grain.m212.p.Sei2862,sandblocks coarse grain,Other,16.165134,0.86759174,0,p,0.4042,4019.3
water gourd.m3.Ab2.p.Sai1033,water gourd,Other,2.9733725,2.2019715,2,p,0.002,188.7
water gourd.m43.Ab2.f.Sai1042,water gourd,Other,3.2867534,-0.9948043,2,f,0.0034,413.8
guiro bamboo.m183.f.Sai2812,guiro bamboo,Other,16.142776,-0.099286556,0,f,0.3771,4206.2
guiro bamboo.m2.p.Sai2807,guiro bamboo,Other,14.808258,0.7521731,0,p,0.3011,3401.5
water gourd.m48.F2.p.Sai1019,water gourd,Other,2.6307206,3.2857828,5,p,0.0059,219.0
cuckoo birdcall.m98.p.Sei1417,cuckoo birdcall,Other,3.8918262,4.8152356,0,p,0.0068,642.8
hand castanets.m7.p.Dai2829,hand castanets,Other,13.906854,0.5863951,0,p,0.2634,2859.3
mokusho.m53.G6.mf.Sni1082,mokusho,Other,10.185598,1.5051749,6,mf,0.0237,1716.0
sandblocks fine grain.m212.f.Sei2859,sandblocks fine grain,Other,17.519808,-0.049208816,0,f,0.5738,5122.0
water gourd.m3.Bb2.f.Sai1058,water gourd,Other,2.4715455,-1.5719374,0,f,0.011,203.2
guiro bamboo.m216.f.Sai2814,guiro bamboo,Other,14.484632,-0.21196556,0,f,0.281,3084.2
udu.m37.vside hole.fff.Dai2610,udu,Other,10.499233,-7.951392,0,fff,0.0039,589.6
water gourd.m4.F2.p.Sai1011,water gourd,Other,2.5289247,3.1354845,5,p,0.0032,229.0
water gourd.m124.Ab2.f.Sai1052,water gourd,Other,16.174437,-0.12232821,2,f,0.4184,4205.1
mokusho.m19.Eb7.ppp.Sni1114,mokusho,Other,13.964915,2.9245257,1,ppp,0.1312,2869.9
mokusho.m27.Eb7.mf.Sni1130,mokusho,Other,16.238432,0.7246328,1,mf,0.2581,4061.4
udu.m37.vupper hole.fff.Dai2607,udu,Other,8.112548,-9.03323,3,fff,0.0176,279.7
mokusho.m61.E7.fff.Sni1104,mokusho,Other,14.372849,-1.3252671,0,fff,0.0767,2714.7
udu.m37.vupper hole.mf.Dai2606,udu,Other,3.2685483,1.5489008,3,mf,0.0051,195.2
mokusho.m19.G6.fff.Sni1113,mokusho,Other,13.706288,-3.1349,6,fff,0.0877,2041.8
water gourd.m3.F2.f.Sai1010,water gourd,Other,2.4702618,-1.511486,5,f,0.0032,251.3
udu.m37.vside of vase.ppp.Dai2611,udu,Other,13.090581,4.14253,2,ppp,0.1689,2291.6
water gourd.m3.Bb2.p.Sai1057,water gourd,Other,2.9813337,2.06454,0,p,0.0046,157.3
mokusho.m27.E7.mf.Sni1133,mokusho,Other,14.611873,0.6338727,0,mf,0.1647,3242.7
mokusho.m27.G6.fff.Sni1128,mokusho,Other,13.419591,-3.868847,6,fff,0.0122,1834.6
mokusho.m61.E7.ppp.Sni1102,mokusho,Other,12.629556,11.561827,0,ppp,0.0616,617.9
water gourd.m123.Bb2.f.Sai1074,water gourd,Other,15.586812,-0.3000956,0,f,0.4357,3651.4
water gourd.m43.Ab2.p.Sai1041,water gourd,Other,2.9716043,2.3511863,2,p,0.0034,226.9
mokusho.m61.Eb7.ppp.Sni1099,mokusho,Other,12.853808,11.638358,1,ppp,0.0457,531.4
udu.m37.vside hole deadstroke.mf.Dai2615,udu,Other,6.5372276,1.2566204,1,mf,0.01,625.8
mokusho.m53.Eb7.mf.Sni1085,mokusho,Other,10.895974,1.6854568,1,mf,0.0552,2176.7
water gourd.m43.F2.f.Sai1018,water gourd,Other,3.285184,-1.0602943,5,f,0.0425,507.9
mokusho.m27.G6.mf.Sni1127,mokusho,Other,10.3828125,2.0192628,6,mf,0.053,1848.1
mokusho.m19.G6.ppp.Sni1111,mokusho,Other,12.587299,4.602902,6,ppp,0.0418,1758.6
water gourd.m3.Ab2.f.Sai1034,water gourd,Other,2.450874,-1.5808938,2,f,0.0064,218.6
mokusho.m53.G6.fff.Sni1083,mokusho,Other,12.996742,-3.6992526,6,fff,0.0283,1723.9
mokusho.m53.E7.mf.Sni1088,mokusho,Other,13.910869,0.544285,0,mf,0.065,2807.3
water gourd.m124.F2.f.Sai1028,water gourd,Other,14.917494,-0.16891143,5,f,0.4553,3306.5
car horn small.m6.f.Sei1384,car horn small,Other,12.608269,-3.9637096,0,f,0.0381,1433.5
mokusho.m19.Eb7.fff.Sni1116,mokusho,Other,16.299372,-0.11337336,1,fff,0.3028,4357.4
hand castanets.m29.p.Dai2825,hand castanets,Other,10.419307,1.6315057,0,p,0.2654,1881.9
cuckoo birdcall.m98.f.Sei1418,cuckoo birdcall,Other,6.673573,1.4647135,0,f,0.0088,758.5
hand castanets.m28.p.Dai2823,hand castanets,Other,9.951673,1.9637693,0,p,0.194,1631.7
water gourd.m48.Ab2.p.Sai1043,water gourd,Other,2.537439,3.1463966,2,p,0.0042,247.1
water gourd.m124.Ab2.p.Sai1051,water gourd,Other,16.231926,0.97094136,2,p,0.3126,3981.9
water gourd.m124.Bb2.p.Sai1075,water gourd,Other,16.258093,0.9997434,0,p,0.4065,4139.1
water gourd.m123.F2.f.Sai1026,water gourd,Other,14.225554,-0.40693066,5,f,0.4152,2609.7
udu.m37.vside hole deadstroke.fff.Dai2616,udu,Other,11.887092,-6.325314,1,fff,0.2346,1185.5
water gourd.m124.Bb2.f.Sai1076,water gourd,Other,16.20238,-0.10187557,0,f,0.4343,4183.1
udu.m37.vside hole.ppp.Dai2608,udu,Other,11.857736,14.675281,0,ppp,0.0022,302.1
wind machine.m31.vslow.Dei0,wind machine,Other,13.077925,3.817563,1,---,0.0946,2210.7
hand castanets.m29.f.Dai2826,hand castanets,Other,10.725206,1.5011292,0,f,0.1994,2021.8
mokusho.m27.G6.ppp.Sni1126,mokusho,Other,11.794434,4.333493,6,ppp,0.0415,1759.7
sandblocks fine grain.m211.p.Sei2860,sandblocks fine grain,Other,16.059551,1.8776531,0,p,0.3827,3661.7
water gourd.m4.Ab2.f.Sai1036,water gourd,Other,3.268688,-1.433111,2,f,0.007,201.1
guiro bamboo.m1.f.Sai2806,guiro bamboo,Other,16.973833,-0.017133778,0,f,0.3832,4625.3
water gourd.m43.Bb2.f.Sai1066,water gourd,Other,2.805848,-1.2123165,0,f,0.009,533.6
mokusho.m27.Eb7.ppp.Sni1129,mokusho,Other,15.886836,1.9855187,1,ppp,0.1877,3305.0
water gourd.m48.Ab2.f.Sai1044,water gourd,Other,3.4684289,-1.4058142,2,f,0.0181,406.7
accordion.m9.G2.mf.Ria1084,accordion,accordions,5.367996,1.668925,48,mf,0.0171,504.9
accordion.m37.vmedium.fff.Ria115,accordion,accordions,14.321865,-1.4812098,1,fff,0.0599,2672.0
accordion.m51.G2.fff.Ria495,accordion,accordions,11.588197,-7.3292394,60,fff,0.0574,863.7
accordion.m9.G3.mf.Ria1096,accordion,accordions,5.1315384,0.9315433,36,mf,0.0269,466.6
accordion.m51.E6.fff.Ria540,accordion,accordions,14.98302,-0.8122812,15,fff,0.0213,3141.9
accordion.m65.E1.fff.Ria1650,accordion,accordions,13.092755,-4.5066986,63,fff,0.0692,1489.9
accordion.m46.G1.fff.Ria1173,accordion,accordions,10.891282,-7.711083,60,fff,0.032,655.3
accordion.m74.E4.fff.Ria228,accordion,accordions,12.481851,-5.5142355,39,fff,0.0276,1318.1
accordion.m62.Bb1.fff.Ria1008,accordion,accordions,10.361751,-7.4710255,57,fff,0.0174,636.9
accordion.m68.E6.mf.Ria1273,accordion,accordions,13.411808,1.4128251,21,mf,0.0083,2490.9
accordion.m49.G4.mf.Ria1384,accordion,accordions,7.443416,1.8853292,42,mf,0.0217,933.9
accordion.m13.G2.ppp.Ria629,accordion,accordions,11.785662,13.036221,60,ppp,0.0403,544.2
accordion.m68.E7.ppp.Ria1286,accordion,accordions,13.375288,3.5777175,9,ppp,0.0042,2510.2
accordion.m11.E3.fff.Ria1740,accordion,accordions,10.992373,-6.641424,39,fff,0.034,878.5
accordion.m49.E3.mf.Ria1369,accordion,accordions,7.3081465,1.9660285,57,mf,0.0577,884.3
accordion.m49.E6.fff.Ria1404,accordion,accordions,14.834936,-1.6069206,21,fff,0.0144,2675.6
accordion.m50.G3.ppp.Ria731,accordion,accordions,13.289051,13.932408,48,ppp,0.02,386.4
accordion.m12.G3.ppp.Ria1301,accordion,accordions,13.360381,12.825831,54,ppp,0.0276,378.2
accordion.m73.Db3.fff.Ria699,accordion,accordions,10.713856,-8.84958,12,fff,0.0235,515.9
accordion.m3.G3.ppp.Ria2231,accordion,accordions,13.349071,12.412192,42,ppp,0.0059,368.5
accordion.m76.Db4.ppp.Ria935,accordion,accordions,11.163433,13.501009,0,ppp,0.0086,515.3
accordion.m70.E3.ppp.Ria572,accordion,accordions,10.885278,12.395867,51,ppp,0.0181,703.4
accordion.m52.Db7.mf.Ria994,accordion,accordions,14.954813,0.6201947,6,mf,0.0132,3599.2
accordion.m5.Bb2.fff.Ria2136,accordion,accordions,9.771046,-8.486312,39,fff,0.0054,404.9
accordion.m68.G4.ppp.Ria1253,accordion,accordions,11.640134,11.935662,42,ppp,0.0093,651.8
accordion.m75.Bb6.fff.Ria834,accordion,accordions,14.962293,-0.6974154,9,fff,0.0066,3210.2
accordion.m6.E3.fff.Ria2226,accordion,accordions,9.613309,-8.38093,0,fff,0.0154,465.3
accordion.m51.E3.ppp.Ria506,accordion,accordions,12.235196,12.385118,51,ppp,0.0349,517.8
accordion.m50.G5.fff.Ria753,accordion,accordions,11.764166,-5.584718,24,fff,0.0122,968.5
accordion.m48.E4.mf.Ria1855,accordion,accordions,6.7713866,1.6740171,27,mf,0.0227,722.4
accordion.m51.G5.fff.Ria531,accordion,accordions,13.923822,-3.6577694,24,fff,0.0139,2149.1
accordion.m11.G4.ppp.Ria1757,accordion,accordions,12.103593,13.29868,24,ppp,0.01,518.5
accordion.m15.G6.fff.Ria423,accordion,accordions,14.891466,-1.5290551,12,fff,0.0115,2706.1
accordion.m46.E6.ppp.Ria1232,accordion,accordions,11.855657,12.180155,3,ppp,0.0643,598.8
accordion.m13.E6.ppp.Ria674,accordion,accordions,12.827885,3.9580314,15,ppp,0.0347,2075.0
accordion.m39.vlow.ppp.Ria88,accordion,accordions,10.780513,12.441137,0,ppp,0.0433,699.0
accordion.m35.vdal niente.Ria153,accordion,accordions,7.3955927,15.844696,5,---,0.0164,344.7
accordion.m3.G6.ppp.Ria2267,accordion,accordions,11.804922,4.3360815,6,ppp,0.0086,1835.3
accordion.m51.G6.mf.Ria544,accordion,accordions,10.869255,2.2746146,12,mf,0.0154,2131.0
accordion.m77.G3.mf.Ria484,accordion,accordions,7.0306463,1.9697275,6,mf,0.0279,818.9
accordion.m76.G2.ppp.Ria917,accordion,accordions,10.606704,12.472442,18,ppp,0.0144,836.7
accordion.m77.E3.mf.Ria481,accordion,accordions,7.4984665,1.7875916,9,mf,0.0308,951.4
accordion.m73.E2.mf.Ria691,accordion,accordions,6.313918,1.5983936,21,mf,0.0291,605.3
accordion.m74.G6.mf.Ria256,accordion,accordions,14.723384,0.48097777,12,mf,0.009,3256.1
accordion.m15.G2.ppp.Ria281,accordion,accordions,12.255736,12.976602,60,ppp,0.0718,477.5
accordion.m42.vmedium.ppp.Ria82,accordion,accordions,10.457522,12.753688,1,ppp,0.0941,744.7
accordion.m78.E6.Ria1644,accordion,accordions,12.126284,4.054174,3,---,0.0024,1564.5
accordion.m62.G3.fff.Ria1029,accordion,accordions,10.455041,-7.6047163,36,fff,0.0183,598.5
accordion.m67.Db4.ppp.Ria1169,accordion,accordions,12.70252,15.683798,0,ppp,0.0022,320.7
accordion.m49.G6.fff.Ria1407,accordion,accordions,14.960566,-1.0695133,18,fff,0.0239,3024.5
accordion.m15.E5.fff.Ria378,accordion,accordions,13.63849,-4.219826,27,fff,0.0169,1827.5
accordion.m76.G2.fff.Ria915,accordion,accordions,11.979542,-6.2079115,18,fff,0.0459,1120.7
accordion.m5.Db6.fff.Ria2175,accordion,accordions,15.12534,-0.67769885,0,fff,0.0203,3320.6
accordion.m15.Db5.ppp.Ria371,accordion,accordions,10.874965,11.740007,30,ppp,0.0178,807.1
accordion.m51.G3.fff.Ria507,accordion,accordions,11.740699,-7.5929093,48,fff,0.0579,865.4
accordion.m11.Db2.ppp.Ria1727,accordion,accordions,13.447312,13.758355,54,ppp,0.0205,366.1
accordion.m77.Bb2.fff.Ria474,accordion,accordions,11.332645,-7.463657,15,fff,0.0467,788.0
accordion.m68.Db8.mf.Ria1294,accordion,accordions,16.421513,0.92803675,0,mf,0.0015,4198.4
accordion.m5.Bb1.mf.Ria2125,accordion,accordions,5.103841,0.9002189,51,mf,0.0193,429.8
accordion.m13.G7.mf.Ria688,accordion,accordions,13.925028,1.3061249,0,mf,0.0059,2974.0
accordion.m65.E6.ppp.Ria1712,accordion,accordions,13.330472,3.743124,3,ppp,0.0068,2560.0
accordion.m3.Db7.ppp.Ria2273,accordion,accordions,12.913858,3.8047798,0,ppp,0.0066,2285.9
accordion.m74.G7.ppp.Ria269,accordion,accordions,15.849445,2.052386,0,ppp,0.0117,3367.1
accordion.m13.G5.ppp.Ria665,accordion,accordions,10.524888,12.478912,24,ppp,0.0039,764.1
accordion.m75.Bb3.mf.Ria799,accordion,accordions,5.963044,2.0288298,45,mf,0.0147,579.0
accordion.m46.E6.fff.Ria1230,accordion,accordions,14.660974,-2.0446148,3,fff,0.0188,2505.1
accordion.m52.G3.ppp.Ria953,accordion,accordions,12.026801,12.920566,48,ppp,0.02,485.9
accordion.m62.Bb1.mf.Ria1009,accordion,accordions,6.131508,1.6849142,57,mf,0.0181,606.1
accordion.m9.Db4.fff.Ria1101,accordion,accordions,9.82632,-8.330927,30,fff,0.0098,350.0
accordion.m50.G2.fff.Ria717,accordion,accordions,10.455431,-7.5554132,60,fff,0.0293,652.8
accordion.m79.G5.Ria1613,accordion,accordions,11.136903,9.8206215,30,---,0.0083,1353.2
accordion.m49.E7.mf.Ria1417,accordion,accordions,13.373392,1.4215634,9,mf,0.0086,2471.0
accordion.m52.E6.mf.Ria985,accordion,accordions,10.425999,2.2382348,15,mf,0.0166,1875.5
accordion.m65.Db5.ppp.Ria1697,accordion,accordions,10.978085,11.9080925,18,ppp,0.0061,732.3
accordion.m15.Bb5.ppp.Ria398,accordion,accordions,10.097158,10.853512,21,ppp,0.0088,1072.1
accordion.m5.G5.ppp.Ria2171,accordion,accordions,10.886082,11.160671,6,ppp,0.0076,942.0
accordion.m39.vlow.fff.Ria86,accordion,accordions,10.832692,-6.401145,0,fff,0.0718,1109.3
accordion.m15.Bb3.ppp.Ria326,accordion,accordions,13.689499,13.772893,45,ppp,0.0134,290.5
accordion.m80.Db7.Ria1642,accordion,accordions,12.933918,3.8738437,6,---,0.0015,2114.5
accordion.m5.Db6.mf.Ria2176,accordion,accordions,13.786987,1.6029788,0,mf,0.0044,2849.6
accordion.m0.fff.Ria3,accordion,accordions,13.742856,-5.5635266,0,fff,0.1623,1447.9
accordion.m11.Bb5.fff.Ria1770,accordion,accordions,13.709885,-3.9051363,9,fff,0.0281,1877.8
accordion.m12.E6.fff.Ria1332,accordion,accordions,14.591525,-2.1519814,21,fff,0.012,2395.3
accordion.m13.E6.mf.Ria673,accordion,accordions,10.801875,2.2855382,15,mf,0.01,2059.4
accordion.m46.G6.ppp.Ria1235,accordion,accordions,10.88647,10.896836,0,ppp,0.0257,1051.5
accordion.m15.G7.ppp.Ria461,accordion,accordions,11.855646,4.3069534,0,ppp,0.0073,1922.7
accordion.m48.G3.fff.Ria1845,accordion,accordions,9.906449,-7.130344,36,fff,0.0315,732.1
accordion.m67.G3.mf.Ria1162,accordion,accordions,4.3750544,1.5407466,6,mf,0.0186,518.2
accordion.m52.Db7.fff.Ria993,accordion,accordions,15.048758,-0.67117655,6,fff,0.0127,3301.2
accordion.m75.Db7.ppp.Ria839,accordion,accordions,13.305703,3.7956529,6,ppp,0.0078,2524.5
accordion.m11.E5.fff.Ria1764,accordion,accordions,9.876891,-7.114548,15,fff,0.013,765.0
accordion.m74.E5.fff.Ria240,accordion,accordions,14.403452,-1.6780798,27,fff,0.0105,2558.8
accordion.m49.Bb4.ppp.Ria1388,accordion,accordions,11.873973,12.102493,39,ppp,0.0364,614.4
accordion.m13.G2.fff.Ria627,accordion,accordions,11.359274,-7.915762,60,fff,0.0457,634.1
accordion.m16.Bb2.fff.Ria852,accordion,accordions,10.407285,-7.5273886,57,fff,0.0403,658.3
accordion.m73.E3.ppp.Ria704,accordion,accordions,10.841812,12.584959,9,ppp,0.0071,723.7
accordion.m12.G5.mf.Ria1324,accordion,accordions,13.790936,1.5196494,30,mf,0.0225,2761.7
accordion.m31.vmedium.fff.Ria187,accordion,accordions,10.903935,-6.478039,1,fff,0.082,1012.1
accordion.m68.E3.fff.Ria1236,accordion,accordions,12.038247,-5.906885,57,fff,0.0423,1096.0
accordion.m52.E6.fff.Ria984,accordion,accordions,14.6468115,-1.9580591,15,fff,0.0384,2543.8
accordion.m46.Bb4.mf.Ria1213,accordion,accordions,5.067232,1.5168536,21,mf,0.0149,472.0
accordion.m74.G2.fff.Ria207,accordion,accordions,11.584169,-7.3392925,60,fff,0.0528,856.0
accordion.m51.E2.fff.Ria492,accordion,accordions,11.426314,-7.5782924,63,fff,0.0648,793.3
accordion.m48.Bb2.mf.Ria1837,accordion,accordions,6.011166,1.3149652,45,mf,0.0342,559.6
accordion.m65.Db4.mf.Ria1684,accordion,accordions,3.3934422,0.4204687,30,mf,0.0046,398.3
accordion.m9.E6.ppp.Ria1130,accordion,accordions,13.3868065,3.54243,3,ppp,0.0132,2458.1
accordion.m13.Db7.ppp.Ria683,accordion,accordions,12.914986,3.8985415,6,ppp,0.0037,2089.1
accordion.m51.Db4.mf.Ria514,accordion,accordions,5.2232738,1.7451485,42,mf,0.0132,444.9
accordion.m75.Db4.fff.Ria801,accordion,accordions,14.200129,-2.0080197,42,fff,0.0452,2411.9
accordion.m37.vhigh.ppp.Ria120,accordion,accordions,13.836621,2.6876223,2,ppp,0.0178,2833.9
accordion.m77.Db4.mf.Ria490,accordion,accordions,7.165303,1.6214024,0,mf,0.02,876.6
accordion.m70.Db7.fff.Ria615,accordion,accordions,13.925617,-3.5457926,6,fff,0.0088,2109.0
accordion.m12.Db8.fff.Ria1353,accordion,accordions,15.060851,-0.7891281,0,fff,0.0239,3210.7
accordion.m50.G6.fff.Ria765,accordion,accordions,13.689572,-4.3027225,12,fff,0.0073,1854.3
accordion.m38.vhigh.mf.Ria136,accordion,accordions,13.69527,1.249314,2,mf,0.0225,2786.8
accordion.m9.E5.fff.Ria1116,accordion,accordions,9.759478,-7.180592,15,fff,0.0103,699.0
accordion.m52.E2.mf.Ria937,accordion,accordions,7.029494,1.8594091,63,mf,0.0445,800.9
accordion.m46.Bb5.fff.Ria1224,accordion,accordions,12.712636,-5.550601,9,fff,0.0112,1304.4
accordion.m62.Db4.fff.Ria1035,accordion,accordions,10.045824,-8.583388,30,fff,0.0068,476.1
accordion.m51.Bb2.fff.Ria498,accordion,accordions,11.75874,-6.9198093,57,fff,0.0828,985.9
accordion.m33.vhigh.fff.Ria170,accordion,accordions,12.588487,-4.5057645,2,fff,0.0621,1276.1
accordion.m50.Db5.fff.Ria747,accordion,accordions,11.855361,-5.9791408,30,fff,0.0112,1008.5
accordion.m5.E2.mf.Ria2131,accordion,accordions,5.0853543,0.93694615,45,mf,0.0132,442.1
accordion.m5.Db3.mf.Ria2140,accordion,accordions,5.1049614,0.8793434,36,mf,0.0056,447.5
accordion.m12.E7.fff.Ria1344,accordion,accordions,14.69289,-1.9874198,9,fff,0.0054,2506.4
accordion.m3.Db5.fff.Ria2247,accordion,accordions,13.369777,-4.472827,24,fff,0.0078,1723.5
accordion.m46.E4.fff.Ria1206,accordion,accordions,11.060258,-7.79865,27,fff,0.0261,649.8
accordion.m8.Bb1.fff.Ria2184,accordion,accordions,9.984508,-8.981757,27,fff,0.0181,409.8
accordion.m16.G7.mf.Ria910,accordion,accordions,13.473733,1.3921287,0,mf,0.0066,2614.1
accordion.m41.vlow.ppp.Ria62,accordion,accordions,10.901488,11.502225,0,ppp,0.0628,888.7
accordion.m50.G7.ppp.Ria779,accordion,accordions,13.249251,3.8004372,0,ppp,0.0071,2366.3
accordion.m74.E5.mf.Ria241,accordion,accordions,8.633946,2.0998266,27,mf,0.0137,1241.7
accordion.m51.Db5.mf.Ria526,accordion,accordions,7.7570815,2.355492,30,mf,0.0247,1009.9
accordion.m70.G3.fff.Ria573,accordion,accordions,10.025623,-7.219677,48,fff,0.0205,686.5
accordion.m13.G3.mf.Ria640,accordion,accordions,6.0622926,1.7067176,48,mf,0.033,570.9
accordion.m5.Db4.mf.Ria2152,accordion,accordions,4.812362,1.1188,24,mf,0.0039,354.7
